questionId,title,titleSlug,isPaidOnly,difficulty,likes,dislikes,categoryTitle,acRate,frontendQuestionId,paidOnly,topicTags,hasSolution,hasVideoSolution,acRateRaw,totalAccepted,totalSubmission,likes ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Merge k Sorted Lists,merge-k-sorted-lists,FALSE,Hard,14327,533,Algorithms,0.482,23,FALSE,Linked List;Divide and Conquer;Heap (Priority Queue);Merge Sort;,TRUE,FALSE,48.22925028,1426992,2958771,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Swap Nodes in Pairs,swap-nodes-in-pairs,FALSE,Medium,8213,334,Algorithms,0.602,24,FALSE,Linked List;Recursion;,TRUE,FALSE,60.1729845,972725,1616550,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Reverse Nodes in k-Group,reverse-nodes-in-k-group,FALSE,Hard,9239,540,Algorithms,0.532,25,FALSE,Linked List;Recursion;,TRUE,FALSE,53.20891756,603072,1133404,17.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,FALSE,Easy,8333,12007,Algorithms,0.501,26,FALSE,Array;Two Pointers;,TRUE,FALSE,50.1495635,2465153,4915614,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Remove Element,remove-element,FALSE,Easy,4460,6214,Algorithms,0.52,27,FALSE,Array;Two Pointers;,TRUE,TRUE,51.95939229,1486467,2860825,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,FALSE,Medium,433,25,Algorithms,0.373,28,FALSE,Two Pointers;String;String Matching;,FALSE,FALSE,37.34071961,1427380,3822568,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Divide Two Integers,divide-two-integers,FALSE,Medium,3535,11764,Algorithms,0.174,29,FALSE,Math;Bit Manipulation;,TRUE,FALSE,17.37772256,544390,3132690,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,FALSE,Hard,203,14,Algorithms,0.308,30,FALSE,Hash Table;String;Sliding Window;,TRUE,FALSE,30.82845383,317214,1028962,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Next Permutation,next-permutation,FALSE,Medium,13082,3810,Algorithms,0.37,31,FALSE,Array;Two Pointers;,TRUE,FALSE,37.01619469,924835,2498464,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Longest Valid Parentheses,longest-valid-parentheses,FALSE,Hard,9756,308,Algorithms,0.326,32,FALSE,String;Dynamic Programming;Stack;,TRUE,FALSE,32.61901245,565261,1732920,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,FALSE,Medium,17798,1068,Algorithms,0.386,33,FALSE,Array;Binary Search;,TRUE,FALSE,38.56004933,1747355,4531520,16.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,FALSE,Medium,14097,345,Algorithms,0.414,34,FALSE,Array;Binary Search;,TRUE,FALSE,41.42979162,1329519,3209094,40.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Search Insert Position,search-insert-position,FALSE,Easy,9917,474,Algorithms,0.42,35,FALSE,Array;Binary Search;,TRUE,FALSE,41.99186176,1733273,4127642,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Valid Sudoku,valid-sudoku,FALSE,Medium,6516,799,Algorithms,0.566,36,FALSE,Array;Hash Table;Matrix;,TRUE,FALSE,56.6176169,883565,1560582,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sudoku Solver,sudoku-solver,FALSE,Hard,6610,178,Algorithms,0.564,37,FALSE,Array;Backtracking;Matrix;,TRUE,FALSE,56.41229164,402973,714337,37.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Count and Say,count-and-say,FALSE,Medium,2039,4548,Algorithms,0.497,38,FALSE,String;,TRUE,FALSE,49.67744586,677036,1362868,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Combination Sum,combination-sum,FALSE,Medium,13583,277,Algorithms,0.674,39,FALSE,Array;Backtracking;,TRUE,FALSE,67.38346845,1276248,1894008,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Combination Sum II,combination-sum-ii,FALSE,Medium,6985,172,Algorithms,0.532,40,FALSE,Array;Backtracking;,TRUE,FALSE,53.21241739,650698,1222832,40.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,First Missing Positive,first-missing-positive,FALSE,Hard,11846,1458,Algorithms,0.365,41,FALSE,Array;Hash Table;,TRUE,FALSE,36.4580366,771743,2116800,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Trapping Rain Water,trapping-rain-water,FALSE,Hard,23124,316,Algorithms,0.586,42,FALSE,Array;Two Pointers;Dynamic Programming;Stack;Monotonic Stack;,TRUE,FALSE,58.64087562,1347932,2298618,73.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Multiply Strings,multiply-strings,FALSE,Medium,5217,2198,Algorithms,0.386,43,FALSE,Math;String;Simulation;,TRUE,FALSE,38.64137058,580922,1503366,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Wildcard Matching,wildcard-matching,FALSE,Hard,5864,257,Algorithms,0.268,44,FALSE,String;Dynamic Programming;Greedy;Recursion;,TRUE,FALSE,26.81358482,428498,1598071,22.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Jump Game II,jump-game-ii,FALSE,Medium,9715,345,Algorithms,0.384,45,FALSE,Array;Dynamic Programming;Greedy;,TRUE,FALSE,38.42947306,714279,1858680,28.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Permutations,permutations,FALSE,Medium,13143,221,Algorithms,0.745,46,FALSE,Array;Backtracking;,TRUE,FALSE,74.45927184,1369199,1838858,59.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Permutations II,permutations-ii,FALSE,Medium,6536,114,Algorithms,0.565,47,FALSE,Array;Backtracking;,TRUE,FALSE,56.52450074,714595,1264224,57.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Rotate Image,rotate-image,FALSE,Medium,12339,583,Algorithms,0.697,48,FALSE,Array;Math;Matrix;,TRUE,FALSE,69.65652123,1102296,1582476,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Group Anagrams,group-anagrams,FALSE,Medium,11907,369,Algorithms,0.658,49,FALSE,Array;Hash Table;String;Sorting;,TRUE,TRUE,65.78225188,1617049,2458186,32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Pow(x, n)",powx-n,FALSE,Medium,5829,6376,Algorithms,0.327,50,FALSE,Math;Recursion;,TRUE,FALSE,32.73371237,1046571,3197225,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,N-Queens,n-queens,FALSE,Hard,8424,189,Algorithms,0.626,51,FALSE,Array;Backtracking;,TRUE,FALSE,62.60053001,475046,758853,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,N-Queens II,n-queens-ii,FALSE,Hard,2823,230,Algorithms,0.707,52,FALSE,Backtracking;,TRUE,FALSE,70.70732092,282589,399661,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Maximum Subarray,maximum-subarray,FALSE,Medium,25369,1160,Algorithms,0.5,53,FALSE,Array;Divide and Conquer;Dynamic Programming;,TRUE,FALSE,49.99587576,2757829,5516132,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Spiral Matrix,spiral-matrix,FALSE,Medium,9080,926,Algorithms,0.434,54,FALSE,Array;Matrix;Simulation;,TRUE,FALSE,43.39957136,867091,1997935,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Jump Game,jump-game,FALSE,Medium,13230,698,Algorithms,0.384,55,FALSE,Array;Dynamic Programming;Greedy;,TRUE,FALSE,38.38778715,1169125,3045571,18.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Merge Intervals,merge-intervals,FALSE,Medium,16411,586,Algorithms,0.458,56,FALSE,Array;Sorting;,TRUE,TRUE,45.80199424,1662448,3629643,28.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Insert Interval,insert-interval,FALSE,Medium,5997,406,Algorithms,0.379,57,FALSE,Array;,TRUE,FALSE,37.87320851,606710,1601950,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Length of Last Word,length-of-last-word,FALSE,Easy,1842,119,Algorithms,0.4,58,FALSE,String;,TRUE,FALSE,40.04246094,881545,2201538,15.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Spiral Matrix II,spiral-matrix-ii,FALSE,Medium,4222,198,Algorithms,0.664,59,FALSE,Array;Matrix;Simulation;,TRUE,FALSE,66.37505346,397336,598623,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Permutation Sequence,permutation-sequence,FALSE,Hard,4830,421,Algorithms,0.436,60,FALSE,Math;Recursion;,TRUE,FALSE,43.5632082,299757,688098,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Rotate List,rotate-list,FALSE,Medium,6447,1313,Algorithms,0.356,61,FALSE,Linked List;Two Pointers;,TRUE,FALSE,35.64958465,637884,1789322,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Unique Paths,unique-paths,FALSE,Medium,11873,350,Algorithms,0.621,62,FALSE,Math;Dynamic Programming;Combinatorics;,TRUE,FALSE,62.08301251,1184461,1907871,33.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Unique Paths II,unique-paths-ii,FALSE,Medium,6031,417,Algorithms,0.39,63,FALSE,Array;Dynamic Programming;Matrix;,TRUE,FALSE,39.03454448,608873,1559835,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Minimum Path Sum,minimum-path-sum,FALSE,Medium,8689,112,Algorithms,0.605,64,FALSE,Array;Dynamic Programming;Matrix;,TRUE,FALSE,60.48767113,794184,1312970,77.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Valid Number,valid-number,FALSE,Hard,754,1322,Algorithms,0.186,65,FALSE,String;,TRUE,FALSE,18.56494018,289926,1561688,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Plus One,plus-one,FALSE,Easy,5412,4489,Algorithms,0.433,66,FALSE,Array;Math;,TRUE,FALSE,43.29081962,1394560,3221375,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Add Binary,add-binary,FALSE,Easy,5975,635,Algorithms,0.512,67,FALSE,Math;String;Bit Manipulation;Simulation;,TRUE,FALSE,51.22399577,941849,1838687,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Text Justification,text-justification,FALSE,Hard,2062,3262,Algorithms,0.365,68,FALSE,Array;String;Simulation;,FALSE,FALSE,36.46397628,271331,744107,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sqrt(x),sqrtx,FALSE,Easy,4929,3578,Algorithms,0.37,69,FALSE,Math;Binary Search;,TRUE,FALSE,36.98563947,1219355,3296837,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Climbing Stairs,climbing-stairs,FALSE,Easy,14660,434,Algorithms,0.517,70,FALSE,Math;Dynamic Programming;Memoization;,TRUE,FALSE,51.69534143,1899674,3674750,33.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Simplify Path,simplify-path,FALSE,Medium,2910,574,Algorithms,0.392,71,FALSE,String;Stack;,TRUE,FALSE,39.17696001,464082,1184582,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Edit Distance,edit-distance,FALSE,Hard,10111,116,Algorithms,0.525,72,FALSE,String;Dynamic Programming;,TRUE,FALSE,52.45720015,537871,1025353,87.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Set Matrix Zeroes,set-matrix-zeroes,FALSE,Medium,9327,555,Algorithms,0.498,73,FALSE,Array;Hash Table;Matrix;,TRUE,FALSE,49.8148225,839850,1685945,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Search a 2D Matrix,search-a-2d-matrix,FALSE,Medium,9865,307,Algorithms,0.466,74,FALSE,Array;Binary Search;Matrix;,TRUE,FALSE,46.60756634,998380,2142102,32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sort Colors,sort-colors,FALSE,Medium,12399,464,Algorithms,0.569,75,FALSE,Array;Two Pointers;Sorting;,TRUE,FALSE,56.90195534,1201356,2111279,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Minimum Window Substring,minimum-window-substring,FALSE,Hard,12396,571,Algorithms,0.399,76,FALSE,Hash Table;String;Sliding Window;,TRUE,FALSE,39.9384604,866396,2169332,21.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
