questionId,title,titleSlug,isPaidOnly,difficulty,likes,dislikes,categoryTitle,acRate,frontendQuestionId,paidOnly,topicTags,hasSolution,hasVideoSolution,acRateRaw,totalAccepted,totalSubmission,likes ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Balanced Binary Tree,balanced-binary-tree,FALSE,Easy,7444,391,Algorithms,0.481,110,FALSE,Tree;Depth-First Search;Binary Tree;,TRUE,FALSE,48.06491642,939284,1954197,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,FALSE,Easy,4908,1008,Algorithms,0.434,111,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,FALSE,43.42706146,842918,1940997,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Path Sum,path-sum,FALSE,Easy,7221,879,Algorithms,0.475,112,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,FALSE,47.49592086,1051119,2213076,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Pascal's Triangle,pascals-triangle,FALSE,Easy,8067,266,Algorithms,0.688,118,FALSE,Array;Dynamic Programming;,TRUE,TRUE,68.75429349,1016856,1478971,30.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Pascal's Triangle II,pascals-triangle-ii,FALSE,Easy,3199,281,Algorithms,0.594,119,FALSE,Array;Dynamic Programming;,TRUE,FALSE,59.44967372,598808,1007250,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,FALSE,Easy,20534,659,Algorithms,0.545,121,FALSE,Array;Dynamic Programming;,TRUE,TRUE,54.47393039,2715881,4985662,31.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Valid Palindrome,valid-palindrome,FALSE,Easy,5004,6067,Algorithms,0.434,125,FALSE,Two Pointers;String;,TRUE,FALSE,43.37392895,1579805,3642310,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Single Number,single-number,FALSE,Easy,11650,444,Algorithms,0.7,136,FALSE,Array;Bit Manipulation;,TRUE,FALSE,69.98721245,1875598,2679914,26.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Linked List Cycle,linked-list-cycle,FALSE,Easy,10188,885,Algorithms,0.468,141,FALSE,Hash Table;Linked List;Two Pointers;,TRUE,TRUE,46.7764469,1741365,3722741,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,FALSE,Easy,5115,141,Algorithms,0.644,144,FALSE,Stack;Tree;Depth-First Search;Binary Tree;,TRUE,FALSE,64.43083519,1096458,1701766,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,FALSE,Easy,5056,156,Algorithms,0.664,145,FALSE,Stack;Tree;Depth-First Search;Binary Tree;,FALSE,FALSE,66.36021571,835423,1258923,32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Read N Characters Given Read4,read-n-characters-given-read4,TRUE,Easy,516,3173,Algorithms,0.407,157,TRUE,String;Simulation;Interactive;,TRUE,FALSE,40.71190134,175623,431380,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,FALSE,Easy,11293,1031,Algorithms,0.53,160,FALSE,Hash Table;Linked List;Two Pointers;,TRUE,TRUE,52.96343476,1126311,2126605,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Missing Ranges,missing-ranges,TRUE,Easy,849,2657,Algorithms,0.319,163,TRUE,Array;,TRUE,TRUE,31.85431333,184339,578693,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Excel Sheet Column Title,excel-sheet-column-title,FALSE,Easy,3223,475,Algorithms,0.346,168,FALSE,Math;String;,FALSE,FALSE,34.62720349,341769,987005,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Majority Element,majority-element,FALSE,Easy,12172,391,Algorithms,0.638,169,FALSE,Array;Hash Table;Divide and Conquer;Sorting;Counting;,TRUE,FALSE,63.7542704,1453729,2280210,31.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Two Sum III - Data structure design,two-sum-iii-data-structure-design,TRUE,Easy,584,395,Algorithms,0.373,170,TRUE,Array;Hash Table;Two Pointers;Design;Data Stream;,TRUE,FALSE,37.25154942,133555,358522,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Excel Sheet Column Number,excel-sheet-column-number,FALSE,Easy,3669,295,Algorithms,0.612,171,FALSE,Math;String;,TRUE,FALSE,61.22893098,542460,885954,12.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Combine Two Tables,combine-two-tables,FALSE,Easy,2391,200,Database,0.726,175,FALSE,Database;,TRUE,FALSE,72.64534128,631692,869561,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,FALSE,Easy,1728,181,Database,0.683,181,FALSE,Database;,TRUE,FALSE,68.29312379,415599,608553,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Duplicate Emails,duplicate-emails,FALSE,Easy,1381,52,Database,0.704,182,FALSE,Database;,TRUE,FALSE,70.4240629,417476,592806,26.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Customers Who Never Order,customers-who-never-order,FALSE,Easy,1589,93,Database,0.674,183,FALSE,Database;,TRUE,FALSE,67.42236422,474813,704240,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Reverse Bits,reverse-bits,FALSE,Easy,3697,933,Algorithms,0.518,190,FALSE,Divide and Conquer;Bit Manipulation;,TRUE,FALSE,51.75639926,543683,1050469,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Number of 1 Bits,number-of-1-bits,FALSE,Easy,4382,942,Algorithms,0.644,191,FALSE,Divide and Conquer;Bit Manipulation;,TRUE,FALSE,64.37902603,924554,1436115,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Valid Phone Numbers,valid-phone-numbers,FALSE,Easy,306,791,Shell,0.26,193,FALSE,Shell;,FALSE,FALSE,25.95055493,60839,234442,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Tenth Line,tenth-line,FALSE,Easy,292,377,Shell,0.329,195,FALSE,Shell;,FALSE,FALSE,32.87644467,79080,240539,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Delete Duplicate Emails,delete-duplicate-emails,FALSE,Easy,608,113,Database,0.58,196,FALSE,Database;,TRUE,FALSE,58.0257414,293352,505556,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Rising Temperature,rising-temperature,FALSE,Easy,1206,411,Database,0.443,197,FALSE,Database;,TRUE,FALSE,44.33792887,269917,608775,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Happy Number,happy-number,FALSE,Easy,6927,864,Algorithms,0.543,202,FALSE,Hash Table;Math;Two Pointers;,TRUE,FALSE,54.25576114,965028,1778671,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Remove Linked List Elements,remove-linked-list-elements,FALSE,Easy,6067,184,Algorithms,0.446,203,FALSE,Linked List;Recursion;,TRUE,FALSE,44.59535495,810802,1818137,32.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Isomorphic Strings,isomorphic-strings,FALSE,Easy,4990,920,Algorithms,0.425,205,FALSE,Hash Table;String;,TRUE,FALSE,42.50782385,660923,1554825,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Reverse Linked List,reverse-linked-list,FALSE,Easy,14914,252,Algorithms,0.722,206,FALSE,Linked List;Recursion;,TRUE,TRUE,72.19541404,2584970,3580531,59.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Contains Duplicate,contains-duplicate,FALSE,Easy,6806,1034,Algorithms,0.612,217,FALSE,Array;Hash Table;Sorting;,TRUE,FALSE,61.22035569,2124256,3469852,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Contains Duplicate II,contains-duplicate-ii,FALSE,Easy,3227,2152,Algorithms,0.409,219,FALSE,Array;Hash Table;Sliding Window;,TRUE,FALSE,40.91219965,530601,1296917,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Implement Stack using Queues,implement-stack-using-queues,FALSE,Easy,3521,915,Algorithms,0.573,225,FALSE,Stack;Design;Queue;,TRUE,FALSE,57.28432004,389377,679722,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Invert Binary Tree,invert-binary-tree,FALSE,Easy,9983,137,Algorithms,0.731,226,FALSE,Tree;Depth-First Search;Breadth-First Search;Binary Tree;,TRUE,TRUE,73.07295177,1267481,1734542,72.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Summary Ranges,summary-ranges,FALSE,Easy,2275,1254,Algorithms,0.468,228,FALSE,Array;,TRUE,FALSE,46.7503365,316059,676059,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Power of Two,power-of-two,FALSE,Easy,4209,320,Algorithms,0.456,231,FALSE,Math;Bit Manipulation;Recursion;,TRUE,FALSE,45.61345618,747826,1639497,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Implement Queue using Stacks,implement-queue-using-stacks,FALSE,Easy,4394,281,Algorithms,0.608,232,FALSE,Stack;Design;Queue;,TRUE,FALSE,60.84781159,510169,838434,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Palindrome Linked List,palindrome-linked-list,FALSE,Easy,11938,664,Algorithms,0.493,234,FALSE,Linked List;Two Pointers;Stack;Recursion;,TRUE,TRUE,49.31737857,1232954,2500047,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Valid Anagram,valid-anagram,FALSE,Easy,7156,240,Algorithms,0.627,242,FALSE,Hash Table;String;Sorting;,TRUE,TRUE,62.65855246,1715206,2737378,29.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Shortest Word Distance,shortest-word-distance,TRUE,Easy,1122,97,Algorithms,0.649,243,TRUE,Array;String;,TRUE,FALSE,64.88692572,191262,294762,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Strobogrammatic Number,strobogrammatic-number,TRUE,Easy,499,846,Algorithms,0.476,246,TRUE,Hash Table;Two Pointers;String;,TRUE,TRUE,47.5917624,150004,315189,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Meeting Rooms,meeting-rooms,TRUE,Easy,1645,81,Algorithms,0.57,252,TRUE,Array;Sorting;,TRUE,TRUE,57.01966765,307338,539003,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Binary Tree Paths,binary-tree-paths,FALSE,Easy,4962,214,Algorithms,0.604,257,FALSE,String;Backtracking;Tree;Depth-First Search;Binary Tree;,TRUE,FALSE,60.37888955,565493,936575,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Add Digits,add-digits,FALSE,Easy,2796,1702,Algorithms,0.633,258,FALSE,Math;Simulation;Number Theory;,TRUE,FALSE,63.29514603,507301,801486,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Ugly Number,ugly-number,FALSE,Easy,1733,1135,Algorithms,0.417,263,FALSE,Math;,FALSE,FALSE,41.6888771,326909,784159,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Palindrome Permutation,palindrome-permutation,TRUE,Easy,924,66,Algorithms,0.658,266,TRUE,Hash Table;String;Bit Manipulation;,TRUE,FALSE,65.78029428,173683,264035,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Missing Number,missing-number,FALSE,Easy,7575,2985,Algorithms,0.614,268,FALSE,Array;Hash Table;Math;Binary Search;Bit Manipulation;Sorting;,TRUE,TRUE,61.39086925,1256853,2047299,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Closest Binary Search Tree Value,closest-binary-search-tree-value,TRUE,Easy,1554,90,Algorithms,0.545,270,TRUE,Binary Search;Tree;Depth-First Search;Binary Search Tree;Binary Tree;,TRUE,FALSE,54.50332874,270408,496132,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,First Bad Version,first-bad-version,FALSE,Easy,6180,2348,Algorithms,0.428,278,FALSE,Binary Search;Interactive;,TRUE,TRUE,42.84787846,1240146,2894295,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Move Zeroes,move-zeroes,FALSE,Easy,11300,281,Algorithms,0.613,283,FALSE,Array;Two Pointers;,TRUE,FALSE,61.2727927,1924105,3140235,40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Word Pattern,word-pattern,FALSE,Easy,4084,463,Algorithms,0.404,290,FALSE,Hash Table;String;,TRUE,FALSE,40.38317361,396437,981692,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Nim Game,nim-game,FALSE,Easy,1221,2372,Algorithms,0.558,292,FALSE,Math;Brainteaser;Game Theory;,TRUE,FALSE,55.82313447,296657,531426,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
